amenity,ele,gnis:feature_id,name,geometry,religion,denomination,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,opening_hours,operator,operator:short,operator:type,operator:website,operator:wikidata,operator:wikipedia,phone,ref,website,brand,brand:wikidata,short_name,source,wheelchair,addr:housename,cuisine,access,addr:unit,branch,internet_access,official_name,outdoor_seating,takeaway,healthcare,recycling_type,operational_status,wikidata,entrance,display,support,email,presbyterian,service_times,check_date,drive_through,fuel:diesel,fuel:octane_87,fuel:octane_89,fuel:octane_93,self_service,brand:website,brand:wikipedia,shop,not:brand:wikidata,changing_table,fee,unisex,social_facility,social_facility:for,description,delivery,leisure,smoking,atm,alt_name,capacity,socket:type1,socket:chademo,contact:email,contact:youtube,drinking_water,lit,bicycle_parking,fountain,theatre:type,amenity_1,fixme:atp,owner,start_date,name:en,check_date:opening_hours,sport,contact:website,shelter_type,contact:phone,note,service:bicycle:pump,service:bicycle:tools,alcohol,dispensing,healthcare:speciality,post:city,post:housenumber,post:postcode,post:state,post:street,covered,fuel,backrest,colour,material,seats,training,animal_boarding,indoor_seating,parking_space,portable,toilets:disposal,toilets:handwashing,automated,bench,cash_in,cash_out,cash_withdrawal,currency:BCH,currency:USD,currency:XBT,indoor,manufacturer,payment:cash,payment:onchain,url,fuel:Kerosene,microbrewery,parking,contact:facebook,contact:instagram,contact:twitter,opening_hours:drive_through,addr:country,waste,hot_water,bottle,armrest,drink:cola,drink:soft_drink,vending,air_conditioning,bar,diet:fish,diet:seafood,payment:american_express,payment:credit_cards,payment:debit_cards,payment:diners_club,payment:mastercard,payment:visa,reservation,website:menu,addr:full,lgbtq,full_name,socket:type1_combo,socket:type1_combo:output,toilets,diet:local,diet:non-vegetarian,bin,nodes,toilets:wheelchair,grades,emergency,surface,building,capacity:disabled,supervised,building:levels,park_ride,layer,orientation,height,drive_in,fax,compressed_air,internet_access:fee,source_ref,denomination:en,demolished:building,fireplace,tourism,after_school,isced:level,nursery,preschool,bus,public_transport,government,org.pcanet:presbytery,org.pcanet:ref,name:fa,fuel:kerosene,denomination:wikidata,denomination:wikipedia,studio,roof:shape,baby_feeding,theatre,food,check_date:opening_hours:drive_through,wikipedia,old_name,previously,golf_cart,vehicle,screen,building:part,location,fuel:octane_98,picnic_table,was:amenity,building:material,townhall:type,fuel:octane_88,ways,type
fast_food,,,KFC,"POLYGON ((-76.1334943 36.8724621, -76.1334893 36.8724453, -76.1334718 36.8724486, -76.1334601 36.8724084, -76.1334779 36.872405, -76.1334691 36.8723748, -76.1335524 36.8723591, -76.1335494 36.8723488, -76.1336262 36.8723343, -76.1336299 36.8723469, -76.1336402 36.872345, -76.1336606 36.8724149, -76.1336501 36.8724169, -76.1336809 36.8724887, -76.1336675 36.8724912, -76.13367 36.8724995, -76.1336389 36.8725054, -76.1336415 36.8725141, -76.1334958 36.8725416, -76.1334739 36.8724669, -76.1334943 36.8724621))",,,Virginia Beach,1010,23455,,Independence Boulevard,,,,,,,,,,,KFC,Q524757,,,,,chicken,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kentucky Fried Chicken,,,,,,,,,,,,,,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4046663211, 4046663202, 4046663204, 4046663075, 4046663072, 4046663057, 4046663048, 4046663038, 4046663016, 4046663034, 4046663029, 4046663081, 4046663083, 4046663227, 4046663229, 4046663239, 4046663246, 4046663257, 4046663290, 4046663216, 4046663211]",,,,,yes,,,,,,,42',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fast_food,,,Sonic,"POLYGON ((-76.1335496 36.8729568, -76.1335332 36.8728968, -76.1336042 36.8728844, -76.1335937 36.8728458, -76.1338377 36.8728026, -76.1338602 36.8728145, -76.133884 36.8729031, -76.133871 36.8729217, -76.1336979 36.8729523, -76.1336923 36.8729317, -76.1335496 36.8729568))",,,Virginia Beach,1014,23455,VA,Independence Boulevard,07:00-24:00,,,,,,,+1 757-460-8181,,https://locations.sonicdrivein.com/va/virginiabeach/1014-independence-blvd.html,Sonic,Q7561808,,,,,burger,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4046663640, 4046663594, 4046663585, 4046663553, 4046663513, 4046663525, 4046663597, 4046663609, 4046663634, 4046663618, 4046663640]",,,,,yes,,,,,,,40',yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fast_food,,,Wendy's,"POLYGON ((-76.1338546 36.8745891, -76.1338591 36.8745335, -76.1337897 36.8745299, -76.1337928 36.8744909, -76.1338636 36.8744946, -76.1338646 36.8744823, -76.1339437 36.8744863, -76.1339428 36.8744969, -76.1340095 36.8745003, -76.134011 36.874482, -76.1341844 36.8744909, -76.1341762 36.874592, -76.1340527 36.8745856, -76.1340516 36.8745993, -76.1338546 36.8745891))",,,Virginia Beach,1066,23455,VA,Independence Boulevard,09:00-22:00,,,,,,,+1 757-363-7672,,https://locations.wendys.com/united-states/va/virginia-beach/1066-independence-blvd,Wendy's,Q550258,,,,,burger,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Th 06:30-22:00; Fr-Sa 06:30-23:00; Su 06:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4046665571, 4046665543, 4046665536, 4046665514, 4046665517, 4046665508, 4046665513, 4046665518, 4046665521, 4046665511, 4046665515, 4046665572, 4046665566, 4046665580, 4046665571]",,,,,commercial,,,,,,,41',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
place_of_worship,8,2092498,Bayside Presbyterian Church,"POLYGON ((-76.1332168 36.8844449, -76.1332213 36.8844075, -76.1332442 36.8844093, -76.1332495 36.884366, -76.1330493 36.8843503, -76.1330631 36.8842362, -76.1332586 36.8842514, -76.1332684 36.8841704, -76.1330642 36.8841544, -76.1331047 36.8838195, -76.1333107 36.8838356, -76.1333396 36.883597, -76.1332688 36.8835915, -76.1331277 36.8834942, -76.1332677 36.8833606, -76.1334776 36.8835062, -76.1334596 36.8835223, -76.1334818 36.8835386, -76.1334595 36.8835579, -76.1335025 36.8835613, -76.1334985 36.8835948, -76.1335068 36.8835955, -76.1334694 36.883904, -76.1337155 36.8839232, -76.1337102 36.8839674, -76.1337327 36.8839692, -76.1337166 36.8841019, -76.1336943 36.8841002, -76.1336887 36.8841462, -76.1334425 36.884127, -76.1334362 36.8841791, -76.1336277 36.8841963, -76.1336005 36.8844215, -76.1335677 36.8844189, -76.1335642 36.8844477, -76.1334646 36.88444, -76.133468 36.8844121, -76.1334339 36.8844095, -76.1334361 36.8843915, -76.1334099 36.8843895, -76.1334058 36.8844235, -76.1333371 36.8844181, -76.1333344 36.8844408, -76.1332479 36.8844341, -76.1332444 36.8844628, -76.1332149 36.8844605, -76.1332168 36.8844449))",christian,presbyterian,Virginia Beach,1400,23455,,Ewell Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4046675259, 4046675217, 4046675219, 4046675083, 4046675070, 4046674994, 4046675004, 4046674839, 4046674824, 4046674296, 4046674306, 4046673845, 4046673839, 4046673657, 4046673355, 4046673667, 4046673683, 4046673795, 4046673813, 4046673815, 4046673842, 4046673843, 356605615, 4046674372, 4046674504, 4046674507, 4046674577, 4046674571, 4046674811, 4046674795, 4046674846, 4046674857, 4046675235, 4046675232, 4046675264, 4046675252, 4046675223, 4046675220, 4046675204, 4046675203, 4046675238, 4046675230, 4046675253, 4046675248, 4046675275, 4046675273, 4046675259]",,,,,church,,,,,,,46',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
place_of_worship,,,,"POLYGON ((-76.1257525 36.8740599, -76.1257586 36.8740395, -76.12573 36.874034, -76.1257422 36.8739931, -76.125659 36.8739818, -76.1256607 36.8739762, -76.1255425 36.8739533, -76.1255379 36.8739686, -76.1253946 36.8739408, -76.1254696 36.8736903, -76.1256156 36.8737186, -76.1255939 36.8737909, -76.1256081 36.8737936, -76.1255974 36.8738292, -76.1257316 36.8738552, -76.1257444 36.8738124, -76.1259102 36.8738445, -76.1258465 36.8740567, -76.1258148 36.8740506, -76.1258088 36.8740708, -76.1257525 36.8740599))",,,Virginia Beach,4397,23455,,Wishart Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4046665205, 4046665195, 4046665189, 4046665058, 4046665053, 4046665051, 4046665043, 4046665048, 4046665036, 4046664640, 4046664665, 4046664819, 4046664824, 4046664854, 4046664884, 4046664841, 4046664872, 4046665200, 4046665199, 4046665211, 4046665205]",,,,,church,,,,,,,31',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
place_of_worship,,,,"POLYGON ((-76.1278646 36.8744539, -76.1278433 36.8742245, -76.1278218 36.8742258, -76.1278095 36.8740936, -76.128263 36.8740664, -76.1282754 36.8741997, -76.1282547 36.8742009, -76.1282759 36.87443, -76.1282989 36.8744286, -76.1283087 36.8745338, -76.1278496 36.8745613, -76.1278397 36.8744554, -76.1278646 36.8744539))",,,Virginia Beach,4413,23455,,Wishart Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4046665480, 4046665300, 4046665301, 4046665226, 4046665208, 4046665285, 4046665286, 4046665461, 4046665456, 4046665542, 4046665549, 4046665481, 4046665480]",,,,,church,,,,,,,33',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
post_office,,,Virginia Beach Post Office,"POLYGON ((-76.1332813 36.8714246, -76.1331889 36.8714399, -76.1331721 36.8713748, -76.1330811 36.8713898, -76.1330366 36.8712172, -76.13322 36.871187, -76.1332632 36.8713547, -76.1332813 36.8714246))",,,Virginia Beach,998,23455,VA,Independence Boulevard,Mo-Fr 09:00-13:00; Sa 10:00-12:00,United States Postal Service,USPS,public,https://www.usps.com,Q668687,en:United States Postal Service,+1 757-363-7856,1521154,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4046662039, 4046662055, 7156610302, 7156610301, 4046661941, 4046661919, 4046662023, 4046662039]",,,,,commercial,,,,,,,38',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
police,8,2332061,Virginia Beach Police Department Third Precinct - Bayside,"POLYGON ((-76.1319599 36.8701895, -76.1319515 36.8701593, -76.1318539 36.8701768, -76.1317484 36.8697968, -76.1319844 36.8697545, -76.1320285 36.8698977, -76.1320769 36.8698925, -76.1321112 36.8699975, -76.1320539 36.8700078, -76.1320889 36.870134, -76.1319964 36.8701506, -76.132005 36.8701815, -76.1319599 36.8701895))",,,Virginia Beach,926,23455,VA,Independence Boulevard,,,,,,,,,,,,,,USGS Geonames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4046661188, 4046661172, 4046661180, 4046660690, 4046660667, 4046660756, 4046660751, 367989809, 4046661067, 4046661156, 4046661167, 4046661182, 4046661188]",,,,,yes,,,,,,,40',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuel,,,,"POLYGON ((-76.133898 36.8758568, -76.1337766 36.8758356, -76.1338116 36.8757133, -76.1339316 36.8757345, -76.133898 36.8758568))",,,Virginia Beach,,23455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4046666489, 4046666478, 4046666409, 4046666420, 4046666489]",,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
place_of_worship,,,,"POLYGON ((-76.076135 36.8365874, -76.0761676 36.8366193, -76.076137 36.8366395, -76.0762582 36.8367583, -76.0761146 36.8368528, -76.0759413 36.8366828, -76.0759182 36.8366981, -76.0758947 36.836675, -76.0760564 36.8365685, -76.0760792 36.8365908, -76.0761146 36.8365674, -76.076135 36.8365874))",christian,jehovahs_witness,Virginia Beach,184,23452,,Pritchard Road,,,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4046911874, 4046912097, 4046912116, 4046912249, 4046912328, 4046912169, 4046912181, 4046912163, 4046911863, 4046911877, 4046911862, 4046911874]",,,,,church,,,,,,,24',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
place_of_worship,,,,"POLYGON ((-76.0771168 36.8368245, -76.0769853 36.8369147, -76.0769989 36.8369275, -76.0769744 36.8369444, -76.0769616 36.8369323, -76.0769035 36.8369721, -76.07679 36.8368651, -76.0768076 36.836853, -76.0767886 36.836835, -76.0768616 36.836785, -76.0768854 36.8368074, -76.077034 36.8367056, -76.0771419 36.8368072, -76.0771168 36.8368245))",christian,jehovahs_witness,Virginia Beach,184,23452,,Pritchard Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4046912298, 4046912392, 4046912408, 4046912425, 4046912415, 4046912459, 4046912342, 4046912329, 4046912313, 4046912269, 4046912291, 4046912184, 4046912290, 4046912298]",,,,,church,,,,,,,21',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
place_of_worship,,,,"POLYGON ((-76.0742153 36.8343939, -76.0741987 36.8344056, -76.0741577 36.8343735, -76.0741488 36.8343811, -76.0742106 36.8344397, -76.0740698 36.8345258, -76.0739198 36.8343796, -76.0740568 36.8342888, -76.0741242 36.8343572, -76.074135 36.8343511, -76.0741262 36.8343419, -76.0743875 36.8341564, -76.0744245 36.8341901, -76.0744166 36.8341958, -76.074452 36.8342264, -76.0742153 36.8343939))",,,Virginia Beach,226,23452,,Pritchard Road,,,,,,,,,,,,,,,,,,,VL3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4046908343, 4046908363, 4046908308, 4046908326, 4046908411, 4046908553, 4046908322, 4046908077, 4046908188, 4046908174, 4046908164, 4046907682, 4046907929, 4046907937, 4046907979, 4046908343]",,,,,church,,,,,,,26',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
place_of_worship,3,2092439,First Baptist Church,"POLYGON ((-76.0682368 36.8354457, -76.0681107 36.8353161, -76.0680683 36.8353429, -76.0679843 36.8352578, -76.0680359 36.8352252, -76.0680298 36.835219, -76.0681222 36.8351605, -76.0681283 36.8351667, -76.0682382 36.8350972, -76.0682979 36.8351576, -76.0683464 36.8351271, -76.0684782 36.8352626, -76.06835 36.8353432, -76.068371 36.8353649, -76.0683895 36.8353532, -76.0684425 36.8354077, -76.0682466 36.8355309, -76.0681914 36.8354742, -76.0682368 36.8354457))",christian,baptist,Virginia Beach,2744,23452,,Robert Jackson Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4046909986, 8220638254, 8220638259, 8220638260, 8220638255, 8220638257, 8220638258, 8220638256, 8220638261, 356605594, 4046909459, 4046909719, 4046909824, 4046909858, 4046909841, 4046909929, 4046910157, 4046910032, 4046909986]",,,,,church,,,,,,,28',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
veterinary,,,Animal Eye Center,"POLYGON ((-76.0680798 36.8339007, -76.068066 36.8338991, -76.0680235 36.8335962, -76.0681888 36.8335813, -76.0681998 36.8336596, -76.068219 36.8336579, -76.0682383 36.8337956, -76.0682273 36.8337966, -76.0682395 36.8338833, -76.068209 36.8338861, -76.0682076 36.8338757, -76.068192 36.8338771, -76.0681961 36.8339065, -76.068082 36.8339168, -76.0680798 36.8339007))",,,Virginia Beach,2800,23452,VA,Lynnhaven Road,"Mo,We,Fr 08:30-17:30; Tu,Th 08:00-19:00",,,,,,,+1-757-368-9060,,https://www.animaleyecareva.com/,,,,,,,burger,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4046907253, 4046907247, 4046906701, 4046906682, 4046906818, 4046906814, 4046907055, 4046907057, 4046907219, 4046907224, 4046907204, 4046907207, 4046907261, 4046907280, 4046907253]",,,,,commercial,,,,,,,22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
place_of_worship,,,,"POLYGON ((-76.0875237 36.8347878, -76.0874705 36.8348022, -76.0873832 36.8345939, -76.0873661 36.8345986, -76.0873543 36.8345704, -76.0873758 36.8345645, -76.0873549 36.8345147, -76.0877216 36.8344154, -76.0877006 36.8343653, -76.0877425 36.8343539, -76.0877365 36.8343395, -76.0877746 36.8343292, -76.0877808 36.8343439, -76.0879908 36.834287, -76.088036 36.8343949, -76.0879792 36.8344103, -76.0880074 36.8344776, -76.0875514 36.8346082, -76.0876162 36.8347627, -76.0875237 36.8347878))",,,Virginia Beach,,23452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4046909062, 4046908218, 4046908681, 4046908690, 4046908641, 4046908626, 4046908533, 4046908380, 4046908300, 4046908180, 4046908159, 4046908140, 4046908165, 4046908071, 4046908345, 4046908372, 4046908478, 4046908713, 4046909013, 4046909062]",,,,,church,,,,,,,29',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuel,,,,"POLYGON ((-76.0782721 36.828099, -76.0779462 36.8280252, -76.0779622 36.827982, -76.0782854 36.828055, -76.0782721 36.828099))",,,Virginia Beach,,23452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4046895481, 4046895380, 4046895321, 4046895411, 4046895481]",,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
place_of_worship,,,Redeemer Presbyterian Church,"POLYGON ((-76.065761 36.8382991, -76.0656412 36.8382876, -76.0655218 36.8383285, -76.0654658 36.8382971, -76.0654532 36.8383083, -76.0654083 36.8382811, -76.0654219 36.8382683, -76.0654217 36.8382438, -76.0654146 36.838242, -76.0654235 36.8381873, -76.0654355 36.8381614, -76.0654299 36.8381457, -76.0654804 36.838128, -76.0654891 36.8381429, -76.0655518 36.8381229, -76.0656597 36.8381873, -76.0656791 36.8381877, -76.0656788 36.8381951, -76.0656981 36.8381963, -76.0656993 36.8381906, -76.0657765 36.8381987, -76.0657735 36.8382257, -76.0657664 36.8382255, -76.065761 36.8382991))",christian,,Virginia Beach,136,23452,,Lynnhaven Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4046920949, 4046920940, 4046920976, 4046920945, 4046920964, 4046920937, 4046920928, 4046920910, 4046920906, 4046920880, 4046920865, 4046920854, 4046920846, 4046920852, 4046920843, 4046920881, 4046920882, 4046920888, 4046920889, 4046920886, 4046920892, 4046920900, 4046920899, 4046920949]",,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
place_of_worship,,,,"POLYGON ((-76.0819276 36.8415535, -76.0819149 36.8415797, -76.08183 36.841553, -76.0818531 36.8415055, -76.081862 36.8414873, -76.0815915 36.8414023, -76.0818068 36.84096, -76.0820615 36.8410401, -76.0820753 36.8410116, -76.0821897 36.8410476, -76.0821782 36.8410713, -76.0822631 36.841098, -76.0823428 36.8409342, -76.082471 36.8409746, -76.0823898 36.8411415, -76.0824289 36.8411538, -76.0822147 36.841594, -76.0819486 36.8415104, -76.081938 36.8415321, -76.0819276 36.8415535))",,,Virginia Beach,3179,23452,,Virginia Beach Boulevard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4046943984, 4046944001, 4046943983, 8083921896, 4046943952, 4046943919, 4046943683, 4046943747, 4046943727, 4046943752, 4046943761, 4046943774, 4046943662, 4046943696, 4046943793, 4046943798, 4046944008, 4046943957, 8083921895, 4046943984]",,,,,church,,,,,,,25',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restaurant,,,Bonefish Grill,"POLYGON ((-76.086122 36.8415996, -76.0861011 36.8414987, -76.0860974 36.8414809, -76.0861927 36.8414682, -76.0861959 36.8414837, -76.0862157 36.8415795, -76.0862473 36.8415753, -76.0862975 36.8415686, -76.0863027 36.841594, -76.0863559 36.8415869, -76.0863875 36.8417394, -76.0860657 36.841782, -76.0860352 36.8416347, -76.0860868 36.8416279, -76.0860821 36.8416049, -76.086122 36.8415996))",,,Virginia Beach,3333,23452,,Virginia Beach Boulevard,,,,,,,,,,,Bonefish Grill,Q4941599,,,,,seafood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4046944011, 4968136170, 4046943950, 4046943949, 4968136171, 4046943993, 4046944002, 4046943998, 4046944010, 4046944003, 4046944031, 4046944044, 4046944016, 4046944014, 4046944013, 4046944011]",,,,,commercial,,,,,,,36',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bank,,,SunTrust,"POLYGON ((-76.088389 36.8427957, -76.088365 36.8427472, -76.0883137 36.8427635, -76.0882911 36.8427179, -76.0883453 36.8427007, -76.088308 36.8426255, -76.0883382 36.8426159, -76.0883279 36.8425951, -76.0884557 36.8425546, -76.0885342 36.842713, -76.0885051 36.8427222, -76.0885208 36.8427539, -76.088389 36.8427957))",,,Virginia Beach,3334,23452,,Virginia Beach Boulevard,,,,,,,,,,,SunTrust,Q181507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4046944286, 4046944276, 4046944282, 4046944269, 4046944260, 4046944243, 4046944240, 4046944235, 4046944231, 4046944265, 4046944271, 4046944280, 4046944286]",,,,,commercial,,,,,,,27',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restaurant,,,Denny's,"POLYGON ((-76.0878599 36.8413464, -76.0881264 36.8413065, -76.0881754 36.8415163, -76.0878953 36.8415582, -76.0878463 36.8413485, -76.0878599 36.8413464))",,,Virginia Beach,3337,23452,,Virginia Beach Boulevard,,,,,,,,,,,Denny's,Q1189695,,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4046943889, 4046943858, 4046943960, 4046943987, 4046943891, 4046943889]",,,,,commercial,,,,,,,28',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restaurant,,,Long Long Silver's,"POLYGON ((-76.0887134 36.8413246, -76.0886919 36.8412362, -76.0886805 36.8412379, -76.0886659 36.8411777, -76.0887948 36.8411576, -76.0888308 36.8413063, -76.0887134 36.8413246))",,,Virginia Beach,3341,23452,,Virginia Beach Boulevard,,,,,,,,,,,,,,,,,seafood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4046943875, 4046943828, 4046943829, 4046943807, 4046943802, 4046943857, 4046943875]",,,,,commercial,,,,,,,27',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
